product_url,product_brand,product_name,gender,heel_type,occasion,type,product_price,currency_symbol,product_sizes,size_country,product_colors
https://www.metroshoes.com/metro-33-970-beige-casual-sandals.html,Metro,Beige Casual Sandals,Women,Flats,Casual,Sandals,1890.0,Rs,"3,4,5,6,7,8",UK,beige
https://www.metroshoes.com/genx-71-8997-tan-casual-loafers.html,Genx,Tan Casual Loafers,Men,Flats,Casual,Loafers,4990.0,Rs,"6,7,8,9,10,11",UK,"navy,tan,wine"
https://www.metroshoes.com/metro-33-295-white-casual-sandals.html,Metro,White Casual Sandals,Women,Flats,Casual,Sandals,1490.0,Rs,"3,4,5,6,7,8",UK,"black,white,chiku,pink,yellow"
https://www.metroshoes.com/metro-32-383-white-casual-slip-ons.html,Metro,White Casual Slip Ons,Women,Flats,Casual,Slip Ons,1490.0,Rs,"3,4,5,6,7,8",UK,"white,antique,gun"
https://www.metroshoes.com/metro-35-213-gold-party-sandals.html,Metro,Gold Party Sandals,Women,Block,Party,Sandals,2290.0,Rs,"3,4,5,6,7,8",UK,"black,gold"
https://www.metroshoes.com/genx-71-9004-black-casual-loafers.html,Genx,Black Casual Loafers,Men,Flats,Casual,Loafers,4490.0,Rs,"6,7,8,9,10,11",UK,"black,tan"
https://www.metroshoes.com/metro-44-735-gun-metal-casual-slippers.html,Metro,Grey Casual Slippers,Women,Flats,Casual,Slippers,1690.0,Rs,"3,4,5,6,7,8",UK,"chiku,gun"
https://www.metroshoes.com/davinchi-14-121-black-casual-loafers.html,Davinchi,Black Casual Loafers,Men,Flats,Casual,Loafers,7990.0,Rs,"6,7,8,9,10,11",UK,black
https://www.metroshoes.com/activ-327-116-blue-casual-slippers.html,Activ,Blue Casual Slippers,Men,Flats,Casual,Slippers,1499.0,Rs,"6,7,8,9,10,11",UK,"black,white,blue"
https://www.metroshoes.com/davinchi-75-1023-beige-casual-ballerinas.html,Davinchi,Beige Casual Ballerinas,Women,Flats,Casual,Ballerinas,2990.0,Rs,"3,4,5,6,7,8",UK,"black,beige,peach"
https://www.metroshoes.com/activ-327-119-black-casual-sneakers.html,Activ,Black Casual Sneakers,Men,Flats,Casual,Sneakers,1999.0,Rs,"6,7,8,9,10,11",UK,"black,navy,black"
https://www.metroshoes.com/metro-18-1600-tan-casual-sandals.html,Metro,Tan Casual Sandals,Men,Flats,Casual,Sandals,3690.0,Rs,"6,7,8,9,10,11",UK,"brown,tan"
